Order Id, Order Ref, Fulfilment Id, Status, CreatedOn
1262816,3002043582,1932838,Recolectado,2021-03-28T04:10:12.909Z,
1262790,3002043559,1932805,Recolectado,2021-03-28T03:41:15.215Z,
1262765,3002043496,1932775,Recolectado,2021-03-28T03:14:40.033Z,
1262754,1002043420,1932762,Recolectado,2021-03-28T02:57:07.599Z,
1262754,1002043420,1932761,Recolectado,2021-03-28T02:57:05.875Z,
1262754,1002043420,1932760,Recolectado,2021-03-28T02:57:02.631Z,
1262754,1002043420,1932758,Recolectado,2021-03-28T02:56:59.425Z,
1262751,1002043417,1932755,Recolectado,2021-03-28T02:55:38.149Z,
1262731,3002043398,1932731,Recolectado,2021-03-28T02:32:03.800Z,
1262731,3002043398,1932730,Recolectado,2021-03-28T02:32:01.398Z,
1262727,3002043395,1932726,Recolectado,2021-03-28T02:28:47.573Z,
1262724,1002043392,1932723,Recolectado,2021-03-28T02:25:36.943Z,
1262694,1002043367,1932691,Recolectado,2021-03-28T01:54:46.267Z,
1262681,1002043442,1932674,Recolectado,2021-03-28T01:41:17.487Z,
